train_loss,val_loss,train_acc,val_acc,class_acc
2.0316525724545573,1.6851141417773516,"tensor(0.3149, dtype=torch.float64)","tensor(0.3803, dtype=torch.float64)","[0.62445794 0.13550737 0.91092801 0.11614918 0.16423244 0.68924545
 0.01967042 0.08648742 0.67628794]"
2.019627232510652,1.7171719176916072,"tensor(0.3143, dtype=torch.float64)","tensor(0.3763, dtype=torch.float64)","[1.16898526 0.03309627 0.73904597 0.13222897 0.17000867 0.56326106
 0.02794449 0.20794449 0.34423244]"
2.0087470104364793,1.690506634453743,"tensor(0.3148, dtype=torch.float64)","tensor(0.3866, dtype=torch.float64)","[0.96650477 0.00764961 0.77573287 0.30114484 0.15267997 0.60104076
 0.09928881 0.1314484  0.44352125]"
2.000517900473191,1.6764414179547393,"tensor(0.3156, dtype=torch.float64)","tensor(0.3836, dtype=torch.float64)","[0.45039029 0.05542064 0.76511709 0.21980919 0.07680833 0.70719861
 0.07071986 0.14378144 0.96338248]"
1.8354350357132743,1.5968838869398403,"tensor(0.3427, dtype=torch.float64)","tensor(0.4093, dtype=torch.float64)","[0.45960104 0.1024111  0.74060711 0.25212489 0.12879445 0.63632264
 0.0129575  0.24228968 1.10888118]"
1.777953125290587,1.5712954022350873,"tensor(0.3567, dtype=torch.float64)","tensor(0.4264, dtype=torch.float64)","[0.95401561 0.06150911 0.79165655 0.28928014 0.14393755 0.69033825
 0.06275802 0.24431917 0.59979185]"
1.763097707010835,1.5739565899376236,"tensor(0.3606, dtype=torch.float64)","tensor(0.4276, dtype=torch.float64)","[0.84130095 0.03200347 0.8202255  0.27835212 0.19529922 0.68300087
 0.0700954  0.2015438  0.72640069]"
1.7593995476987427,1.5686261958178498,"tensor(0.3599, dtype=torch.float64)","tensor(0.4286, dtype=torch.float64)","[0.82147441 0.09304423 0.82678231 0.31675629 0.14518647 0.70157849
 0.03215958 0.19686036 0.72374675]"
1.7552231854846796,1.5753727783561269,"tensor(0.3616, dtype=torch.float64)","tensor(0.4268, dtype=torch.float64)","[0.7351431  0.17531657 0.83224631 0.36281006 0.15346054 0.68940156
 0.01420642 0.19280139 0.68596704]"
1.7535343316453784,1.5721478688065529,"tensor(0.3624, dtype=torch.float64)","tensor(0.4273, dtype=torch.float64)","[0.97290546 0.05183001 0.8019601  0.26586297 0.14065915 0.67113617
 0.03575022 0.2037294  0.70142238]"
1.7515269978098453,1.5707248312084963,"tensor(0.3629, dtype=torch.float64)","tensor(0.4269, dtype=torch.float64)","[0.81679098 0.07337381 0.81507372 0.29380746 0.11115351 0.68690373
 0.01326973 0.24260191 0.78947095]"
1.7415744107719688,1.566352639396813,"tensor(0.3653, dtype=torch.float64)","tensor(0.4297, dtype=torch.float64)","[0.88969644 0.07150043 0.8320902  0.28006938 0.13488291 0.68518647
 0.0323157  0.21325239 0.72874241]"
1.7387704440997893,1.5662269549574526,"tensor(0.3672, dtype=torch.float64)","tensor(0.4312, dtype=torch.float64)","[0.89625325 0.06447528 0.80398959 0.27788378 0.15189939 0.68222029
 0.02560278 0.21840416 0.75980919]"
1.7379696254209231,1.5656723487428863,"tensor(0.3677, dtype=torch.float64)","tensor(0.4316, dtype=torch.float64)","[0.9226366  0.06993929 0.80789245 0.26867303 0.15174328 0.68409367
 0.02607112 0.22215091 0.73139636]"
1.7371618424549733,1.5657424387265988,"tensor(0.3682, dtype=torch.float64)","tensor(0.4309, dtype=torch.float64)","[0.84364267 0.0808673  0.82397225 0.25727667 0.13862966 0.68862099
 0.02575889 0.21387684 0.80523851]"
1.7364889101641414,1.5652327114783053,"tensor(0.3692, dtype=torch.float64)","tensor(0.4299, dtype=torch.float64)","[0.85004337 0.08555074 0.84223764 0.27148309 0.13269731 0.68690373
 0.03091067 0.20810061 0.76137034]"
1.734381794715496,1.5657624044929084,"tensor(0.3700, dtype=torch.float64)","tensor(0.4308, dtype=torch.float64)","[0.89937554 0.066817   0.80914137 0.25618387 0.13628794 0.69143105
 0.02123157 0.20248049 0.79384215]"
1.7335330321716336,1.5645214768347282,"tensor(0.3689, dtype=torch.float64)","tensor(0.4325, dtype=torch.float64)","[0.86237641 0.07899393 0.81257589 0.28693842 0.14206418 0.68737207
 0.0301301  0.22386817 0.76777103]"
1.7313647208102558,1.56484210636806,"tensor(0.3693, dtype=torch.float64)","tensor(0.4316, dtype=torch.float64)","[0.86284475 0.07712056 0.81882047 0.27398092 0.13597572 0.6887771
 0.02622723 0.2123157  0.78869037]"
1.732383913041206,1.564824810882082,"tensor(0.3708, dtype=torch.float64)","tensor(0.4314, dtype=torch.float64)","[0.87689506 0.07352992 0.81460538 0.27210755 0.13410234 0.69267997
 0.02919341 0.20903729 0.78072853]"
1.7326999867716246,1.564662342412722,"tensor(0.3698, dtype=torch.float64)","tensor(0.4316, dtype=torch.float64)","[0.874085   0.07243712 0.82069384 0.27444926 0.13113617 0.68752819
 0.02919341 0.21481353 0.77979185]"
1.7336802104241122,1.5645698776182049,"tensor(0.3684, dtype=torch.float64)","tensor(0.4317, dtype=torch.float64)","[0.87283608 0.07103209 0.81538595 0.27850824 0.13238508 0.68815265
 0.02981787 0.21512576 0.78182134]"
1.7322701948629524,1.5646569530455217,"tensor(0.3695, dtype=torch.float64)","tensor(0.4312, dtype=torch.float64)","[0.87346054 0.07071986 0.82069384 0.27210755 0.13379011 0.68955768
 0.02903729 0.21200347 0.7793235 ]"
1.7323917101133732,1.5647537012939752,"tensor(0.3691, dtype=torch.float64)","tensor(0.4319, dtype=torch.float64)","[0.86346921 0.07056375 0.81991327 0.27507372 0.13379011 0.68908933
 0.03091067 0.20919341 0.7954033 ]"
1.7308148915520802,1.564645059143887,"tensor(0.3701, dtype=torch.float64)","tensor(0.4320, dtype=torch.float64)","[0.86034692 0.07446661 0.81725932 0.27710321 0.13394623 0.69143105
 0.02872507 0.20872507 0.79571552]"
1.7315911872817582,1.5646140474737569,"tensor(0.3699, dtype=torch.float64)","tensor(0.4317, dtype=torch.float64)","[0.86627927 0.07384215 0.81772767 0.27585429 0.13394623 0.69111882
 0.02934952 0.20950564 0.78806592]"
1.7336846212944361,1.5645981001171565,"tensor(0.3701, dtype=torch.float64)","tensor(0.4317, dtype=torch.float64)","[0.86846487 0.07368604 0.81788378 0.27538595 0.13347788 0.69018213
 0.02919341 0.21091067 0.7857242 ]"
1.7327342324610369,1.5645881699792012,"tensor(0.3686, dtype=torch.float64)","tensor(0.4316, dtype=torch.float64)","[0.86955768 0.07352992 0.81835212 0.27538595 0.13347788 0.69018213
 0.02919341 0.2112229  0.78385082]"
1.732356255752675,1.5645969296876803,"tensor(0.3703, dtype=torch.float64)","tensor(0.4317, dtype=torch.float64)","[0.87049436 0.07337381 0.81819601 0.27538595 0.13379011 0.68940156
 0.02934952 0.2112229  0.78369471]"
1.7327803642731416,1.564592653826228,"tensor(0.3685, dtype=torch.float64)","tensor(0.4317, dtype=torch.float64)","[0.87111882 0.07321769 0.81819601 0.27554206 0.13394623 0.68924545
 0.02934952 0.21169124 0.78322637]"
