train_loss,val_loss,train_acc,val_acc,class_acc
1.958262691751387,1.727994468326891,"tensor(0.2529, dtype=torch.float64)","tensor(0.3529, dtype=torch.float64)","[0.59854293 0.06291414 0.72686904 0.22730269 0.         0.66801388
 0.         0.22511709 0.66692108]"
1.7196141375018452,1.572130931790301,"tensor(0.3565, dtype=torch.float64)","tensor(0.4182, dtype=torch.float64)","[0.78822203 0.04620989 0.87502168 0.22464874 0.02513443 0.67784909
 0.01842151 0.27195143 0.83677363]"
1.6124402560443714,1.442618153006071,"tensor(0.3986, dtype=torch.float64)","tensor(0.4696, dtype=torch.float64)","[0.94792715 0.20497832 0.77854293 0.28100607 0.04964441 0.68128361
 0.08133565 0.28725065 0.91436253]"
1.5494974129634276,1.4216696493905312,"tensor(0.4233, dtype=torch.float64)","tensor(0.4771, dtype=torch.float64)","[0.99007806 0.1918647  0.83052905 0.31722463 0.11599306 0.63538595
 0.10490893 0.28631396 0.82147441]"
1.5032992443922761,1.366841187672003,"tensor(0.4415, dtype=torch.float64)","tensor(0.4950, dtype=torch.float64)","[0.96494363 0.21356461 0.75762359 0.38544666 0.1465915  0.61071986
 0.0775889  0.31207285 0.98679965]"
1.4712666784474415,1.348645948356943,"tensor(0.4543, dtype=torch.float64)","tensor(0.4986, dtype=torch.float64)","[0.89094536 0.16532524 1.02754553 0.30364267 0.14612316 0.64725065
 0.27226366 0.31738075 0.7167216 ]"
1.4449715995901,1.282004561730679,"tensor(0.4656, dtype=torch.float64)","tensor(0.5265, dtype=torch.float64)","[1.03082394 0.18577624 0.80414571 0.37092801 0.19545533 0.70157849
 0.27960104 0.30270598 0.86705984]"
1.3281030691333056,1.1847734666800698,"tensor(0.5071, dtype=torch.float64)","tensor(0.5619, dtype=torch.float64)","[1.06829141 0.24884649 0.8925065  0.4171379  0.24104076 0.67597572
 0.25743278 0.33908066 0.91701648]"
1.2999706483703772,1.16880534297697,"tensor(0.5168, dtype=torch.float64)","tensor(0.5672, dtype=torch.float64)","[1.05143105 0.28584562 0.86222029 0.40808326 0.25805724 0.68471813
 0.20638335 0.35359931 0.99413703]"
1.288485438151591,1.1603532444163092,"tensor(0.5210, dtype=torch.float64)","tensor(0.5716, dtype=torch.float64)","[1.03051171 0.26570685 0.97446661 0.46366002 0.26430182 0.68003469
 0.21278404 0.39091067 0.86175195]"
1.2768689857052087,1.1388449947556347,"tensor(0.5255, dtype=torch.float64)","tensor(0.5797, dtype=torch.float64)","[1.06345186 0.29271466 0.86190807 0.44586297 0.27179532 0.69049436
 0.22761492 0.36577624 0.9980399 ]"
1.2687282208550452,1.1321203660731045,"tensor(0.5284, dtype=torch.float64)","tensor(0.5830, dtype=torch.float64)","[1.08062446 0.29443192 0.90405898 0.41979185 0.2661752  0.67831743
 0.23307892 0.37529922 0.99522984]"
1.2591514279389657,1.1265595060920042,"tensor(0.5312, dtype=torch.float64)","tensor(0.5827, dtype=torch.float64)","[1.11247181 0.25352992 0.89000867 0.46771899 0.267268   0.68908933
 0.22371206 0.39699913 0.94339983]"
1.2503089068685629,1.1144699875636919,"tensor(0.5348, dtype=torch.float64)","tensor(0.5881, dtype=torch.float64)","[1.07687771 0.24478751 0.97665221 0.44117953 0.31176062 0.6887771
 0.25071986 0.38029488 0.9215438 ]"
1.233806066951308,1.1000789868092393,"tensor(0.5414, dtype=torch.float64)","tensor(0.5927, dtype=torch.float64)","[1.08999133 0.28959237 0.91967042 0.44508239 0.29130963 0.68643539
 0.25150043 0.39777971 0.96291414]"
1.233147421978413,1.0999688665704852,"tensor(0.5423, dtype=torch.float64)","tensor(0.5930, dtype=torch.float64)","[1.06673027 0.27866435 0.95776236 0.44711188 0.29880312 0.68721596
 0.25524718 0.39543799 0.94964441]"
