train_loss,val_loss,train_acc,val_acc,class_acc
2.1433073720103764,2.1416747594024446,"tensor(0.1654, dtype=torch.float64)","tensor(0.1672, dtype=torch.float64)","[1.71725932e-03 0.00000000e+00 1.50322637e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.56114484e-04]"
2.14204070869965,2.1419677567047755,"tensor(0.1657, dtype=torch.float64)","tensor(0.1671, dtype=torch.float64)","[9.36686904e-04 0.00000000e+00 1.50307025e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.56114484e-04]"
2.142031237142627,2.1429031188200582,"tensor(0.1657, dtype=torch.float64)","tensor(0.1626, dtype=torch.float64)","[1.56114484e-04 0.00000000e+00 1.56114484e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.46326106e+00]"
2.142042295264408,2.142124750967762,"tensor(0.1651, dtype=torch.float64)","tensor(0.1671, dtype=torch.float64)","[0.         0.         1.50385082 0.         0.         0.
 0.         0.         0.        ]"
2.141994655770774,2.142407819664385,"tensor(0.1646, dtype=torch.float64)","tensor(0.1626, dtype=torch.float64)","[0.         0.         0.         0.         0.         0.
 0.         0.         1.46326106]"
2.1420339158056616,2.141803628023252,"tensor(0.1645, dtype=torch.float64)","tensor(0.1638, dtype=torch.float64)","[1.47325239e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 7.80572420e-04]"
2.142055919907082,2.1419394004851555,"tensor(0.1650, dtype=torch.float64)","tensor(0.1626, dtype=torch.float64)","[1.87337381e-03 0.00000000e+00 0.00000000e+00 1.56114484e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.46107546e+00]"
2.141535046018682,2.141451213105492,"tensor(0.1662, dtype=torch.float64)","tensor(0.1639, dtype=torch.float64)","[1.47403296e+00 0.00000000e+00 0.00000000e+00 3.12228968e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 3.12228968e-04]"
2.1414284451060324,2.141326775009076,"tensor(0.1666, dtype=torch.float64)","tensor(0.1673, dtype=torch.float64)","[3.27840416e-03 0.00000000e+00 1.50166522e+00 4.68343452e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 6.24457936e-04]"
2.141449907239095,2.141353859533358,"tensor(0.1670, dtype=torch.float64)","tensor(0.1674, dtype=torch.float64)","[3.27840416e-03 0.00000000e+00 1.50182134e+00 3.12228968e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.56114484e-03]"
2.1413829712083907,2.1411024348382215,"tensor(0.1667, dtype=torch.float64)","tensor(0.1678, dtype=torch.float64)","[1.13963573e-02 0.00000000e+00 1.49791847e+00 3.12228968e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 6.24457936e-04]"
2.141282666983709,2.141014815063344,"tensor(0.1672, dtype=torch.float64)","tensor(0.1680, dtype=torch.float64)","[0.00202949 0.         1.49573287 0.         0.         0.
 0.         0.         0.0140503 ]"
2.1412812039270164,2.1408639152258866,"tensor(0.1672, dtype=torch.float64)","tensor(0.1686, dtype=torch.float64)","[0.02466609 0.         1.49026886 0.         0.         0.
 0.         0.         0.00234172]"
2.140961379240585,2.14026176261571,"tensor(0.1679, dtype=torch.float64)","tensor(0.1696, dtype=torch.float64)","[0.05167389 0.         1.47091067 0.         0.         0.
 0.         0.         0.00359063]"
2.1407666565433066,2.1400762991851447,"tensor(0.1685, dtype=torch.float64)","tensor(0.1699, dtype=torch.float64)","[0.06197745 0.         1.46216826 0.         0.         0.
 0.         0.         0.00452732]"
2.140670110988242,2.1400097852443882,"tensor(0.1685, dtype=torch.float64)","tensor(0.1698, dtype=torch.float64)","[0.0690026  0.         1.45529922 0.         0.         0.
 0.         0.         0.00390286]"
2.140654656922554,2.1398816912668432,"tensor(0.1689, dtype=torch.float64)","tensor(0.1700, dtype=torch.float64)","[0.07899393 0.         1.44718127 0.         0.         0.
 0.         0.         0.00390286]"
2.1406014911231104,2.139751520115504,"tensor(0.1688, dtype=torch.float64)","tensor(0.1705, dtype=torch.float64)","[0.09788378 0.         1.43266262 0.         0.         0.
 0.         0.         0.00359063]"
2.140548918104604,2.139850670267785,"tensor(0.1691, dtype=torch.float64)","tensor(0.1705, dtype=torch.float64)","[0.09522984 0.         1.43437988 0.         0.         0.
 0.         0.         0.00452732]"
2.1405271720148233,2.139758583426165,"tensor(0.1684, dtype=torch.float64)","tensor(0.1706, dtype=torch.float64)","[0.10444059 0.         1.42751084 0.         0.         0.
 0.         0.         0.00343452]"
2.1405428500227335,2.139714860312337,"tensor(0.1686, dtype=torch.float64)","tensor(0.1707, dtype=torch.float64)","[0.10896791 0.         1.42329575 0.         0.         0.
 0.         0.         0.00390286]"
2.140424924933848,2.1396839434730417,"tensor(0.1692, dtype=torch.float64)","tensor(0.1709, dtype=torch.float64)","[0.11255854 0.         1.42142238 0.         0.         0.
 0.         0.         0.00390286]"
2.1403610361789216,2.139651056696618,"tensor(0.1689, dtype=torch.float64)","tensor(0.1708, dtype=torch.float64)","[0.11458803 0.         1.41908066 0.         0.         0.
 0.         0.         0.00390286]"
2.140301460371659,2.1395991774258776,"tensor(0.1691, dtype=torch.float64)","tensor(0.1711, dtype=torch.float64)","[0.11973981 0.         1.41611448 0.         0.         0.
 0.         0.         0.00405898]"
2.1403897456125764,2.1395865454098915,"tensor(0.1690, dtype=torch.float64)","tensor(0.1713, dtype=torch.float64)","[0.12130095 0.         1.41673894 0.         0.         0.
 0.         0.         0.00405898]"
2.1403821343648888,2.1395988651781837,"tensor(0.1690, dtype=torch.float64)","tensor(0.1714, dtype=torch.float64)","[0.1206765  0.         1.41751951 0.         0.         0.
 0.         0.         0.00405898]"
2.1404499028029496,2.1395964125726703,"tensor(0.1691, dtype=torch.float64)","tensor(0.1714, dtype=torch.float64)","[0.12114484 0.         1.41720729 0.         0.         0.
 0.         0.         0.00390286]"
2.1403229610084993,2.1395590794324253,"tensor(0.1697, dtype=torch.float64)","tensor(0.1715, dtype=torch.float64)","[0.1250477  0.         1.41455334 0.         0.         0.
 0.         0.         0.00390286]"
2.1404377393790663,2.139561092834936,"tensor(0.1692, dtype=torch.float64)","tensor(0.1715, dtype=torch.float64)","[0.12489159 0.         1.41455334 0.         0.         0.
 0.         0.         0.00390286]"
2.140393755551021,2.139563571453508,"tensor(0.1695, dtype=torch.float64)","tensor(0.1715, dtype=torch.float64)","[0.12473547 0.         1.41455334 0.         0.         0.
 0.         0.         0.00390286]"
2.140324822961666,2.139565643838252,"tensor(0.1691, dtype=torch.float64)","tensor(0.1714, dtype=torch.float64)","[0.12457936 0.         1.41470945 0.         0.         0.
 0.         0.         0.00374675]"
2.1403132863588947,2.1395628488446357,"tensor(0.1694, dtype=torch.float64)","tensor(0.1715, dtype=torch.float64)","[0.12473547 0.         1.41455334 0.         0.         0.
 0.         0.         0.00390286]"
2.1404206775604657,2.1395656582467573,"tensor(0.1689, dtype=torch.float64)","tensor(0.1714, dtype=torch.float64)","[0.12442324 0.         1.41470945 0.         0.         0.
 0.         0.         0.00390286]"
2.1404023552956817,2.139567354571168,"tensor(0.1693, dtype=torch.float64)","tensor(0.1715, dtype=torch.float64)","[0.12457936 0.         1.41470945 0.         0.         0.
 0.         0.         0.00390286]"
2.1403644919146436,2.139567794973501,"tensor(0.1692, dtype=torch.float64)","tensor(0.1714, dtype=torch.float64)","[0.12411101 0.         1.41486557 0.         0.         0.
 0.         0.         0.00390286]"
2.140373145887156,2.1395687008317616,"tensor(0.1694, dtype=torch.float64)","tensor(0.1714, dtype=torch.float64)","[0.12411101 0.         1.41502168 0.         0.         0.
 0.         0.         0.00390286]"
2.14037695251325,2.1395697231822086,"tensor(0.1688, dtype=torch.float64)","tensor(0.1714, dtype=torch.float64)","[0.1239549  0.         1.41502168 0.         0.         0.
 0.         0.         0.00390286]"
2.1404116395036916,2.1395706656407194,"tensor(0.1693, dtype=torch.float64)","tensor(0.1714, dtype=torch.float64)","[0.12379879 0.         1.41502168 0.         0.         0.
 0.         0.         0.00390286]"
